x,y,angle,velocity,spin,velocity_action,spin_action
92.7,0,0,2.727400541,-1.974658728,2.727400541,-2.026216269
92.8,0,0,2.727400541,-2.026216269,2.727400541,-2.062306881
92.9,0,0,2.727400541,-2.062306881,2.727400541,-2.062306881
93,0,0,2.727400541,-2.062306881,2.727400541,-2.077774048
93.1,0,0,2.727400541,-2.077774048,2.727400541,-2.088085651
93.2,0,0,2.727400541,-2.088085651,2.727400541,-2.10355258
93.3,0,0,2.727400541,-2.10355258,2.727400541,-2.113864183
93.4,0,0,2.727400541,-2.113864183,2.727400541,-2.113864183
93.5,0,0,2.727400541,-2.113864183,2.727400541,-2.113864183
93.6,0,0,2.727400541,-2.113864183,2.711933613,-2.113864183
93.7,0,0,2.711933613,-2.113864183,2.727400541,-2.10355258
93.8,0,0,2.727400541,-2.10355258,2.727400541,-2.113864183
93.9,0,0,2.727400541,-2.113864183,2.727400541,-2.000437737
94,0,0,2.727400541,-2.000437737,2.727400541,-1.52095139
94.1,0,0,2.727400541,-1.52095139,2.727400541,-0.5465111136
94.2,0,0,2.727400541,-0.5465111136,2.727400541,-0.2681000233
94.3,0,0,2.727400541,-0.2681000233,2.727400541,0.1082711667
94.4,0,0,2.727400541,0.1082711667,2.727400541,0.2268536389
94.5,0,0,2.727400541,0.2268536389,2.727400541,0.7063400149
94.6,0,0,2.727400541,0.7063400149,2.727400541,0.8507015705
94.7,0,0,2.727400541,0.8507015705,2.727400541,0.9280381203
94.8,0,0,2.727400541,0.9280381203,2.727400541,1.232228279
94.9,0,0,2.727400541,1.232228279,2.727400541,1.294097543
95,0,0,2.727400541,1.294097543,2.727400541,1.428147554
95.1,0,0,2.727400541,1.428147554,2.737712145,1.582820415
95.2,0,0,2.737712145,1.582820415,2.737712145,1.5931319
95.3,0,0,2.737712145,1.5931319,2.727400541,1.660156965
95.4,0,0,2.727400541,1.660156965,2.737712145,1.660156965
95.5,0,0,2.737712145,1.660156965,2.737712145,1.675624251
95.6,0,0,2.737712145,1.675624251,2.737712145,1.701403141
95.7,0,0,2.737712145,1.701403141,2.727400541,1.711714625
95.8,0,0,2.727400541,1.711714625,2.737712145,1.727181911
95.9,0,0,2.737712145,1.727181911,2.737712145,1.711714625
96,0,0,2.737712145,1.711714625,2.727400541,1.737493515
96.1,0,0,2.727400541,1.737493515,2.737712145,1.752960801
96.2,0,0,2.737712145,1.752960801,2.737712145,1.752960801
96.3,0,0,2.737712145,1.752960801,2.737712145,1.737493515
96.4,0,0,2.737712145,1.737493515,2.737712145,1.752960801
96.5,0,0,2.737712145,1.752960801,2.727400541,1.737493515
96.6,0,0,2.727400541,1.737493515,2.727400541,1.752960801
96.7,0,0,2.727400541,1.752960801,2.737712145,1.737493515
96.8,0,0,2.737712145,1.737493515,2.737712145,1.763272285
96.9,0,0,2.737712145,1.763272285,2.737712145,1.737493515
97,0,0,2.737712145,1.737493515,2.737712145,1.737493515
97.1,0,0,2.737712145,1.737493515,2.737712145,1.752960801
97.2,0,0,2.737712145,1.752960801,2.737712145,1.737493515
97.3,0,0,2.737712145,1.737493515,2.737712145,1.752960801
97.4,0,0,2.737712145,1.752960801,2.727400541,1.778739691
97.5,0,0,2.727400541,1.778739691,2.737712145,1.778739691
97.6,0,0,2.737712145,1.778739691,2.737712145,1.789051175
97.7,0,0,2.737712145,1.789051175,2.737712145,1.778739691
97.8,0,0,2.737712145,1.778739691,2.737712145,1.789051175
97.9,0,0,2.737712145,1.789051175,2.737712145,1.778739691
98,0,0,2.737712145,1.778739691,2.737712145,1.778739691
98.1,0,0,2.737712145,1.778739691,2.737712145,1.778739691
98.2,0,0,2.737712145,1.778739691,2.737712145,1.778739691
98.3,0,0,2.737712145,1.778739691,2.737712145,1.778739691
98.4,0,0,2.737712145,1.778739691,2.737712145,1.789051175
98.5,0,0,2.737712145,1.789051175,2.727400541,1.778739691
98.6,0,0,2.727400541,1.778739691,2.737712145,1.778739691
98.7,0,0,2.737712145,1.778739691,2.727400541,1.778739691
98.8,0,0,2.727400541,1.778739691,2.737712145,1.778739691
98.9,0,0,2.737712145,1.778739691,2.737712145,1.789051175
99,0,0,2.737712145,1.789051175,2.727400541,1.763272285
99.1,0,0,2.727400541,1.763272285,2.737712145,1.763272285
99.2,0,0,2.737712145,1.763272285,2.737712145,1.737493515
99.3,0,0,2.737712145,1.737493515,2.737712145,1.618910789
99.4,0,0,2.737712145,1.618910789,2.737712145,1.479704976
99.5,0,0,2.737712145,1.479704976,2.737712145,1.283785939
99.6,0,0,2.737712145,1.283785939,2.737712145,1.258007169
99.7,0,0,2.737712145,1.258007169,2.737712145,1.113645554
99.8,0,0,2.737712145,1.113645554,2.727400541,1.072399378
99.9,0,0,2.727400541,1.072399378,2.727400541,0.8507015705
100,0,0,2.727400541,0.8507015705,2.727400541,0.5001094341
100.1,0,0,2.727400541,0.5001094341,2.727400541,0.4073055685
100.2,0,0,2.727400541,0.4073055685,2.727400541,0
100.3,0,0,2.727400541,0,2.727400541,0
100.4,0,0,2.727400541,0,2.727400541,-0.3609038889
100.5,0,0,2.727400541,-0.3609038889,2.727400541,-1.015685916
100.6,0,0,2.727400541,-1.015685916,2.727400541,-1.118801355
100.7,0,0,2.727400541,-1.118801355,2.727400541,-1.433303118
100.8,0,0,2.727400541,-1.433303118,2.727400541,-1.443614602
100.9,0,0,2.727400541,-1.443614602,2.727400541,-1.510639906
101,0,0,2.727400541,-1.510639906,2.727400541,-1.608599305
101.1,0,0,2.727400541,-1.608599305,2.711933613,-1.62406683
101.2,0,0,2.711933613,-1.62406683,2.727400541,-1.649845362
101.3,0,0,2.727400541,-1.649845362,2.727400541,-1.675624013
101.4,0,0,2.727400541,-1.675624013,2.711933613,-1.747804761
101.5,0,0,2.711933613,-1.747804761,2.727400541,-1.763272285
101.6,0,0,2.727400541,-1.763272285,2.727400541,-1.763272285
101.7,0,0,2.727400541,-1.763272285,2.727400541,-1.809674025
101.8,0,0,2.727400541,-1.809674025,2.727400541,-1.809674025
101.9,0,0,2.727400541,-1.809674025,2.727400541,-1.8509202
102,0,0,2.727400541,-1.8509202,2.727400541,-1.912789464
102.1,0,0,2.727400541,-1.912789464,2.727400541,-1.912789464
102.2,0,0,2.727400541,-1.912789464,2.711933613,-1.928256989
102.3,0,0,2.711933613,-1.928256989,2.727400541,-1.948880076
102.4,0,0,2.727400541,-1.948880076,2.727400541,-1.964347124
102.5,0,0,2.727400541,-1.964347124,2.711933613,-1.964347124
102.6,0,0,2.711933613,-1.964347124,2.711933613,-1.974658728
102.7,0,0,2.711933613,-1.974658728,2.727400541,-2.000437737
102.8,0,0,2.727400541,-2.000437737,2.727400541,-2.000437737
102.9,0,0,2.727400541,-2.000437737,2.727400541,-2.077774048
103,0,0,2.727400541,-2.077774048,2.727400541,-2.10355258
103.1,0,0,2.727400541,-2.10355258,2.727400541,-2.10355258
103.2,0,0,2.727400541,-2.10355258,2.727400541,-2.139643192
103.3,0,0,2.727400541,-2.139643192,2.727400541,-2.113864183
103.4,0,0,2.727400541,-2.113864183,2.727400541,-2.129331827
103.5,0,0,2.727400541,-2.129331827,2.727400541,-2.113864183
103.6,0,0,2.727400541,-2.113864183,2.727400541,-2.129331827
103.7,0,0,2.727400541,-2.129331827,2.711933613,-2.129331827
103.8,0,0,2.711933613,-2.129331827,2.727400541,-2.129331827
103.9,0,0,2.727400541,-2.129331827,2.727400541,-2.113864183
104,0,0,2.727400541,-2.113864183,2.727400541,-2.129331827
104.1,0,0,2.727400541,-2.129331827,2.711933613,-2.129331827
104.2,0,0,2.711933613,-2.129331827,2.727400541,-2.051995516
104.3,0,0,2.727400541,-2.051995516,2.727400541,-1.990126252
104.4,0,0,2.727400541,-1.990126252,2.727400541,-1.190982103
104.5,0,0,2.727400541,-1.190982103,2.727400541,-1.015685916
104.6,0,0,2.727400541,-1.015685916,2.727400541,-0.1443615556
104.7,0,0,2.727400541,-0.1443615556,2.727400541,0.04640192538
104.8,0,0,2.727400541,0.04640192538,2.711933613,0.1082711667
104.9,0,0,2.711933613,0.1082711667,2.727400541,0.3557478786
105,0,0,2.727400541,0.3557478786,2.727400541,0.4073055685
105.1,0,0,2.727400541,0.4073055685,2.727400541,0.6702496409
105.2,0,0,2.727400541,0.6702496409,2.727400541,0.8403900266
105.3,0,0,2.727400541,0.8403900266,2.727400541,0.8661688566
105.4,0,0,2.727400541,0.8661688566,2.727400541,1.010530353
105.5,0,0,2.727400541,1.010530353,2.727400541,1.020841956
105.6,0,0,2.727400541,1.020841956,2.727400541,1.113645554
105.7,0,0,2.727400541,1.113645554,2.727400541,1.175514817
105.8,0,0,2.727400541,1.175514817,2.727400541,1.190982103
105.9,0,0,2.727400541,1.190982103,2.727400541,1.242539883
106,0,0,2.727400541,1.242539883,2.727400541,1.258007169
106.1,0,0,2.727400541,1.258007169,2.727400541,1.294097543
106.2,0,0,2.727400541,1.294097543,2.727400541,1.283785939
106.3,0,0,2.727400541,1.283785939,2.727400541,1.294097543
106.4,0,0,2.727400541,1.294097543,2.727400541,1.268318653
106.5,0,0,2.727400541,1.268318653,2.727400541,1.283785939
106.6,0,0,2.727400541,1.283785939,2.727400541,1.206449389
106.7,0,0,2.727400541,1.206449389,2.727400541,1.036309242
106.8,0,0,2.727400541,1.036309242,2.737712145,0.8764804006
106.9,0,0,2.737712145,0.8764804006,2.727400541,0.5258882642
107,0,0,2.727400541,0.5258882642,2.727400541,0.5155767202
107.1,0,0,2.727400541,0.5155767202,2.727400541,0.3557478786
107.2,0,0,2.727400541,0.3557478786,2.727400541,0.2938786447
107.3,0,0,2.727400541,0.2938786447,2.727400541,0.1340500116
107.4,0,0,2.727400541,0.1340500116,2.727400541,0
107.5,0,0,2.727400541,0,2.737712145,0
107.6,0,0,2.737712145,0,2.737712145,0
107.7,0,0,2.737712145,0,2.748023748,0
107.8,0,0,2.748023748,0,2.758335114,0
107.9,0,0,2.758335114,0,2.758335114,0
108,0,0,2.758335114,0,2.773802757,0
108.1,0,0,2.773802757,0,2.773802757,0
108.2,0,0,2.773802757,0,2.794425726,0
108.3,0,0,2.794425726,0,2.794425726,0
108.4,0,0,2.794425726,0,2.820204496,0
108.5,0,0,2.820204496,0,2.882073641,0
108.6,0,0,2.882073641,0,2.892385244,0
108.7,0,0,2.892385244,0,2.928475618,0
108.8,0,0,2.928475618,0,2.928475618,0
108.9,0,0,2.928475618,0,2.949098587,0
109,0,0,2.949098587,0,2.974877596,0
109.1,0,0,2.974877596,0,3.000656366,0
109.2,0,0,3.000656366,0,3.000656366,0
109.3,0,0,3.000656366,0,3.000656366,0.07218077779
109.4,0,0,3.000656366,0.07218077779,3.01096797,0.3196575046
109.5,0,0,3.01096797,0.3196575046,3.01096797,0.7475861311
109.6,0,0,3.01096797,0.7475861311,3.021279573,0.8249226809
109.7,0,0,3.021279573,0.8249226809,3.021279573,0.8661688566
109.8,0,0,3.021279573,0.8661688566,3.01096797,0.8764804006
109.9,0,0,3.01096797,0.8764804006,3.01096797,0.8661688566
110,0,0,3.01096797,0.8661688566,3.01096797,0.9022592306
110.1,0,0,3.01096797,0.9022592306,3.021279573,0.9177265763
110.2,0,0,3.021279573,0.9177265763,3.021279573,0.9177265763
110.3,0,0,3.021279573,0.9177265763,3.021279573,0.9280381203
110.4,0,0,3.021279573,0.9280381203,3.021279573,0.9177265763
110.5,0,0,3.021279573,0.9177265763,3.021279573,0.9177265763
110.6,0,0,3.021279573,0.9177265763,3.031590939,0.9280381203
110.7,0,0,3.031590939,0.9280381203,3.031590939,0.9022592306
110.8,0,0,3.031590939,0.9022592306,3.021279573,0.8919476867
110.9,0,0,3.021279573,0.8919476867,3.021279573,0.8507015705
111,0,0,3.021279573,0.8507015705,3.021279573,0.8403900266
111.1,0,0,3.021279573,0.8403900266,3.021279573,0.8249226809
111.2,0,0,3.021279573,0.8249226809,3.021279573,0.8249226809
111.3,0,0,3.021279573,0.8249226809,3.031590939,0.8249226809
111.4,0,0,3.031590939,0.8249226809,3.021279573,0.7991438508
111.5,0,0,3.021279573,0.7991438508,3.021279573,0.721807301
111.6,0,0,3.021279573,0.721807301,3.021279573,0.6444707513
111.7,0,0,3.021279573,0.6444707513,3.031590939,0.5155767202
111.8,0,0,3.031590939,0.5155767202,3.021279573,0.5155767202
111.9,0,0,3.021279573,0.5155767202,3.021279573,0.5001094341
112,0,0,3.021279573,0.5001094341,3.021279573,0.4897978902
112.1,0,0,3.021279573,0.4897978902,3.021279573,0.3815267384
112.2,0,0,3.021279573,0.3815267384,3.021279573,0.1495173275
112.3,0,0,3.021279573,0.1495173275,3.021279573,0
112.4,0,0,3.021279573,0,3.031590939,0
112.5,0,0,3.031590939,0,3.021279573,0
112.6,0,0,3.021279573,0,3.047058344,-0.1546730846
112.7,0,0,3.047058344,-0.1546730846,3.031590939,-0.2474769503
112.8,0,0,3.031590939,-0.2474769503,3.047058344,-0.3712154031
112.9,0,0,3.047058344,-0.3712154031,3.031590939,-0.4588632882
113,0,0,3.031590939,-0.4588632882,3.031590939,-0.5619786978
113.1,0,0,3.031590939,-0.5619786978,3.031590939,-0.5619786978
113.2,0,0,3.031590939,-0.5619786978,3.047058344,-0.6857171655
113.3,0,0,3.047058344,-0.6857171655,3.031590939,-0.6857171655
113.4,0,0,3.031590939,-0.6857171655,3.031590939,-0.7527419329
113.5,0,0,3.031590939,-0.7527419329,3.047058344,-0.8507013321
113.6,0,0,3.047058344,-0.8507013321,3.047058344,-0.9125705361
113.7,0,0,3.047058344,-0.9125705361,3.047058344,-0.9383496642
113.8,0,0,3.047058344,-0.9383496642,3.057369947,-0.9538167119
113.9,0,0,3.057369947,-0.9538167119,3.047058344,-0.9383496642
114,0,0,3.047058344,-0.9383496642,3.047058344,-0.9383496642
114.1,0,0,3.047058344,-0.9383496642,3.047058344,-0.9383496642
114.2,0,0,3.047058344,-0.9383496642,3.047058344,-0.9538167119
114.3,0,0,3.047058344,-0.9538167119,3.047058344,-0.9538167119
114.4,0,0,3.047058344,-0.9538167119,3.047058344,-0.9538167119
114.5,0,0,3.047058344,-0.9538167119,3.047058344,-0.9641282558
114.6,0,0,3.047058344,-0.9641282558,3.047058344,-0.9795957804
114.7,0,0,3.047058344,-0.9795957804,3.047058344,-1.015685916
114.8,0,0,3.047058344,-1.015685916,3.047058344,-1.041465044
114.9,0,0,3.047058344,-1.041465044,3.047058344,-1.051776528
115,0,0,3.047058344,-1.051776528,3.047058344,-1.051776528
115.1,0,0,3.047058344,-1.051776528,3.057369947,-1.041465044
115.2,0,0,3.057369947,-1.041465044,3.047058344,-1.093022704
115.3,0,0,3.047058344,-1.093022704,3.047058344,-1.103334308
115.4,0,0,3.047058344,-1.103334308,3.047058344,-1.118801355
115.5,0,0,3.047058344,-1.118801355,3.047058344,-1.144580364
115.6,0,0,3.047058344,-1.144580364,3.047058344,-1.144580364
115.7,0,0,3.047058344,-1.144580364,3.047058344,-1.144580364
115.8,0,0,3.047058344,-1.144580364,3.057369947,-1.118801355
115.9,0,0,3.057369947,-1.118801355,3.047058344,-1.118801355
116,0,0,3.047058344,-1.118801355,3.047058344,-1.103334308
116.1,0,0,3.047058344,-1.103334308,3.047058344,-1.025997519
116.2,0,0,3.047058344,-1.025997519,3.057369947,-1.015685916
116.3,0,0,3.057369947,-1.015685916,3.047058344,-0.7991440892
116.4,0,0,3.047058344,-0.7991440892,3.047058344,-0.7114957571
116.5,0,0,3.047058344,-0.7114957571,3.067681313,-0.3093461692
116.6,0,0,3.067681313,-0.3093461692,3.067681313,0
116.7,0,0,3.067681313,0,3.067681313,0
116.8,0,0,3.067681313,0,3.057369947,0.1598288566
116.9,0,0,3.057369947,0.1598288566,3.067681313,0.3196575046
117,0,0,3.067681313,0.3196575046,3.083148479,0.4330844283
117.1,0,0,3.083148479,0.4330844283,3.083148479,0.5413556099
117.2,0,0,3.083148479,0.5413556099,3.083148479,0.6186921597
117.3,0,0,3.083148479,0.6186921597,3.083148479,0.6547822952
117.4,0,0,3.083148479,0.6547822952,3.083148479,0.6547822952
117.5,0,0,3.083148479,0.6547822952,3.083148479,0.6702496409
117.6,0,0,3.083148479,0.6702496409,3.083148479,0.6702496409
117.7,0,0,3.083148479,0.6702496409,3.083148479,0.6805611253
117.8,0,0,3.083148479,0.6805611253,3.083148479,0.696028471
117.9,0,0,3.083148479,0.696028471,3.083148479,0.6805611253
118,0,0,3.083148479,0.6805611253,3.083148479,0.696028471
118.1,0,0,3.083148479,0.696028471,3.083148479,0.696028471
118.2,0,0,3.083148479,0.696028471,3.093460083,0.6805611253
118.3,0,0,3.093460083,0.6805611253,3.093460083,0.7063400149
118.4,0,0,3.093460083,0.7063400149,3.093460083,0.7063400149
118.5,0,0,3.093460083,0.7063400149,3.093460083,0.721807301
118.6,0,0,3.093460083,0.721807301,3.093460083,0.7063400149
118.7,0,0,3.093460083,0.7063400149,3.093460083,0.7063400149
118.8,0,0,3.093460083,0.7063400149,3.093460083,0.7063400149
118.9,0,0,3.093460083,0.7063400149,3.093460083,0.696028471
119,0,0,3.093460083,0.696028471,3.103771448,0.7063400149
119.1,0,0,3.103771448,0.7063400149,3.093460083,0.7063400149
119.2,0,0,3.093460083,0.7063400149,3.103771448,0.7063400149
119.3,0,0,3.103771448,0.7063400149,3.103771448,0.696028471
119.4,0,0,3.103771448,0.696028471,3.093460083,0.7063400149
119.5,0,0,3.093460083,0.7063400149,3.093460083,0.696028471
119.6,0,0,3.093460083,0.696028471,3.103771448,0.7063400149
119.7,0,0,3.103771448,0.7063400149,3.093460083,0.6805611253
119.8,0,0,3.093460083,0.6805611253,3.093460083,0.696028471
119.9,0,0,3.093460083,0.696028471,3.093460083,0.696028471
120,0,0,3.093460083,0.696028471,3.093460083,0.6805611253
120.1,0,0,3.093460083,0.6805611253,3.093460083,0.6805611253
120.2,0,0,3.093460083,0.6805611253,3.093460083,0.696028471
120.3,0,0,3.093460083,0.696028471,3.093460083,0.6805611253
120.4,0,0,3.093460083,0.6805611253,3.103771448,0.696028471
120.5,0,0,3.103771448,0.696028471,3.103771448,0.6702496409
120.6,0,0,3.103771448,0.6702496409,3.103771448,0.696028471
120.7,0,0,3.103771448,0.696028471,3.093460083,0.6805611253
120.8,0,0,3.093460083,0.6805611253,3.103771448,0.6186921597
120.9,0,0,3.103771448,0.6186921597,3.103771448,0.5774459839
121,0,0,3.103771448,0.5774459839,3.103771448,0.5258882642
121.1,0,0,3.103771448,0.5258882642,3.093460083,0.5413556099
121.2,0,0,3.093460083,0.5413556099,3.103771448,0.5258882642
121.3,0,0,3.103771448,0.5258882642,3.103771448,0.5155767202
121.4,0,0,3.103771448,0.5155767202,3.119239092,0.5258882642
121.5,0,0,3.119239092,0.5258882642,3.119239092,0.5258882642
121.6,0,0,3.119239092,0.5258882642,3.103771448,0.5258882642
121.7,0,0,3.103771448,0.5258882642,3.119239092,0.4073055685
121.8,0,0,3.119239092,0.4073055685,3.119239092,0.3815267384
121.9,0,0,3.119239092,0.3815267384,3.119239092,0.1237384751
122,0,0,3.119239092,0.1237384751,3.119239092,0.09795962274
122.1,0,0,3.119239092,0.09795962274,3.119239092,0
122.2,0,0,3.119239092,0,3.119239092,0
122.3,0,0,3.119239092,0,3.119239092,0
122.4,0,0,3.119239092,0,3.119239092,-0.2216978669
122.5,0,0,3.119239092,-0.2216978669,3.119239092,-0.4846419096
122.6,0,0,3.119239092,-0.4846419096,3.129550695,-0.5619786978
122.7,0,0,3.129550695,-0.5619786978,3.119239092,-0.6857171655
122.8,0,0,3.119239092,-0.6857171655,3.129550695,-0.7991440892
122.9,0,0,3.129550695,-0.7991440892,3.129550695,-0.8403897882
123,0,0,3.129550695,-0.8403897882,3.119239092,-0.8919475079
123.1,0,0,3.119239092,-0.8919475079,3.129550695,-0.9383496642
123.2,0,0,3.129550695,-0.9383496642,3.129550695,-0.9899073243
123.3,0,0,3.129550695,-0.9899073243,3.129550695,-1.005374432
123.4,0,0,3.129550695,-1.005374432,3.129550695,-1.051776528
123.5,0,0,3.129550695,-1.051776528,3.129550695,-1.093022704
123.6,0,0,3.129550695,-1.093022704,3.129550695,-1.093022704
123.7,0,0,3.129550695,-1.093022704,3.139862061,-1.12911284
123.8,0,0,3.139862061,-1.12911284,3.139862061,-1.12911284
123.9,0,0,3.139862061,-1.12911284,3.139862061,-1.154891968
124,0,0,3.139862061,-1.154891968,3.139862061,-1.165203452
124.1,0,0,3.139862061,-1.165203452,3.129550695,-1.165203452
124.2,0,0,3.129550695,-1.165203452,3.139862061,-1.180670619
124.3,0,0,3.139862061,-1.180670619,3.139862061,-1.180670619
124.4,0,0,3.139862061,-1.180670619,3.139862061,-1.180670619
124.5,0,0,3.139862061,-1.180670619,3.139862061,-1.165203452
124.6,0,0,3.139862061,-1.165203452,3.139862061,-1.154891968
124.7,0,0,3.139862061,-1.154891968,3.150173664,-1.144580364
124.8,0,0,3.150173664,-1.144580364,3.139862061,-1.180670619
124.9,0,0,3.139862061,-1.180670619,3.150173664,-1.118801355
125,0,0,3.150173664,-1.118801355,3.139862061,-1.103334308
125.1,0,0,3.139862061,-1.103334308,3.139862061,-1.025997519
125.2,0,0,3.139862061,-1.025997519,3.139862061,-0.8764804006
125.3,0,0,3.139862061,-0.8764804006,3.150173664,-0.5001094341
125.4,0,0,3.150173664,-0.5001094341,3.165640831,0
125.5,0,0,3.165640831,0,3.165640831,0
125.6,0,0,3.165640831,0,3.165640831,0
125.7,0,0,3.165640831,0,3.165640831,0.1340500116
125.8,0,0,3.165640831,0.1340500116,3.165640831,0.2526324987
125.9,0,0,3.165640831,0.2526324987,3.165640831,0.3557478786
126,0,0,3.165640831,0.3557478786,3.165640831,0.3712151945
126.1,0,0,3.165640831,0.3712151945,3.165640831,0.4588632882
126.2,0,0,3.165640831,0.4588632882,3.165640831,0.4588632882
126.3,0,0,3.165640831,0.4588632882,3.175952435,0.6186921597
126.4,0,0,3.175952435,0.6186921597,3.1862638,0.696028471
126.5,0,0,3.1862638,0.696028471,3.1862638,0.721807301
126.6,0,0,3.1862638,0.721807301,3.1862638,0.7372746468
126.7,0,0,3.1862638,0.7372746468,3.1862638,0.7372746468
126.8,0,0,3.1862638,0.7372746468,3.1862638,0.721807301
126.9,0,0,3.1862638,0.721807301,3.1862638,0.7372746468
127,0,0,3.1862638,0.7372746468,3.1862638,0.7372746468
127.1,0,0,3.1862638,0.7372746468,3.1862638,0.721807301
127.2,0,0,3.1862638,0.721807301,3.1862638,0.7372746468
127.3,0,0,3.1862638,0.7372746468,3.1862638,0.7372746468
127.4,0,0,3.1862638,0.7372746468,3.1862638,0.7372746468
127.5,0,0,3.1862638,0.7372746468,3.1862638,0.7063400149
127.6,0,0,3.1862638,0.7063400149,3.1862638,0.721807301
127.7,0,0,3.1862638,0.721807301,3.1862638,0.7372746468
127.8,0,0,3.1862638,0.7372746468,3.1862638,0.7372746468
127.9,0,0,3.1862638,0.7372746468,3.175952435,0.721807301
128,0,0,3.175952435,0.721807301,3.1862638,0.721807301
128.1,0,0,3.1862638,0.721807301,3.1862638,0.7063400149
128.2,0,0,3.1862638,0.7063400149,3.1862638,0.721807301
128.3,0,0,3.1862638,0.721807301,3.1862638,0.7063400149
128.4,0,0,3.1862638,0.7063400149,3.1862638,0.7372746468
128.5,0,0,3.1862638,0.7372746468,3.1862638,0.721807301
128.6,0,0,3.1862638,0.721807301,3.1862638,0.721807301
128.7,0,0,3.1862638,0.721807301,3.1862638,0.7063400149
128.8,0,0,3.1862638,0.7063400149,3.1862638,0.721807301
128.9,0,0,3.1862638,0.721807301,3.1862638,0.721807301
129,0,0,3.1862638,0.721807301,3.1862638,0.721807301
129.1,0,0,3.1862638,0.721807301,3.1862638,0.721807301
129.2,0,0,3.1862638,0.721807301,3.1862638,0.696028471
129.3,0,0,3.1862638,0.696028471,3.1862638,0.6805611253
129.4,0,0,3.1862638,0.6805611253,3.1862638,0.5413556099
129.5,0,0,3.1862638,0.5413556099,3.1862638,0.3041901886
129.6,0,0,3.1862638,0.3041901886,3.201731205,0
129.7,0,0,3.201731205,0,3.212042809,0
129.8,0,0,3.212042809,0,3.222354174,0
129.9,0,0,3.222354174,0,3.222354174,0
130,0,0,3.222354174,0,3.237821579,0
130.1,0,0,3.237821579,0,3.248133183,0
130.2,0,0,3.248133183,0,3.248133183,0
130.3,0,0,3.248133183,0,3.258444548,0
130.4,0,0,3.258444548,0,3.248133183,0
130.5,0,0,3.248133183,0,3.258444548,0
130.6,0,0,3.258444548,0,3.248133183,0
130.7,0,0,3.248133183,0,3.248133183,-0.2938786447
130.8,0,0,3.248133183,-0.2938786447,3.248133183,-0.5980688334
130.9,0,0,3.248133183,-0.5980688334,3.248133183,-0.6393150091
131,0,0,3.248133183,-0.6393150091,3.248133183,-0.8146111369
131.1,0,0,3.248133183,-0.8146111369,3.248133183,-0.8403897882
131.2,0,0,3.248133183,-0.8403897882,3.248133183,-0.9125705361
131.3,0,0,3.248133183,-0.9125705361,3.248133183,-0.9641282558
131.4,0,0,3.248133183,-0.9641282558,3.248133183,-1.015685916
131.5,0,0,3.248133183,-1.015685916,3.248133183,-1.067243695
131.6,0,0,3.248133183,-1.067243695,3.248133183,-1.103334308
131.7,0,0,3.248133183,-1.103334308,3.248133183,-1.118801355
131.8,0,0,3.248133183,-1.118801355,3.248133183,-1.12911284
131.9,0,0,3.248133183,-1.12911284,3.248133183,-1.12911284
132,0,0,3.248133183,-1.12911284,3.248133183,-1.144580364
132.1,0,0,3.248133183,-1.144580364,3.248133183,-1.165203452
132.2,0,0,3.248133183,-1.165203452,3.248133183,-1.180670619
132.3,0,0,3.248133183,-1.180670619,3.248133183,-1.165203452
132.4,0,0,3.248133183,-1.165203452,3.248133183,-1.190982103
132.5,0,0,3.248133183,-1.190982103,3.248133183,-1.180670619
132.6,0,0,3.248133183,-1.180670619,3.248133183,-1.232228279
132.7,0,0,3.248133183,-1.232228279,3.248133183,-1.232228279
132.8,0,0,3.248133183,-1.232228279,3.248133183,-1.232228279
132.9,0,0,3.248133183,-1.232228279,3.248133183,-1.25800693
133,0,0,3.248133183,-1.25800693,3.248133183,-1.242539883
133.1,0,0,3.248133183,-1.242539883,3.248133183,-1.25800693
133.2,0,0,3.248133183,-1.25800693,3.248133183,-1.268318415
133.3,0,0,3.248133183,-1.268318415,3.248133183,-1.268318415
133.4,0,0,3.248133183,-1.268318415,3.248133183,-1.242539883
133.5,0,0,3.248133183,-1.242539883,3.248133183,-1.206449628
133.6,0,0,3.248133183,-1.206449628,3.248133183,-1.144580364
133.7,0,0,3.248133183,-1.144580364,3.248133183,-1.041465044
133.8,0,0,3.248133183,-1.041465044,3.248133183,-0.7011842132
133.9,0,0,3.248133183,-0.7011842132,3.248133183,-0.2938786447
134,0,0,3.248133183,-0.2938786447,3.248133183,0
134.1,0,0,3.248133183,0,3.248133183,0.0567134656
134.2,0,0,3.248133183,0.0567134656,3.248133183,0.09795962274
134.3,0,0,3.248133183,0.09795962274,3.248133183,0.1598288566
134.4,0,0,3.248133183,0.1598288566,3.258444548,0.1856077015
134.5,0,0,3.258444548,0.1856077015,3.248133183,0.3196575046
134.6,0,0,3.248133183,0.3196575046,3.248133183,0.4743305743
134.7,0,0,3.248133183,0.4743305743,3.248133183,0.6186921597
134.8,0,0,3.248133183,0.6186921597,3.248133183,0.696028471
134.9,0,0,3.248133183,0.696028471,3.248133183,0.7733650208
135,0,0,3.248133183,0.7733650208,3.248133183,0.8249226809
135.1,0,0,3.248133183,0.8249226809,3.248133183,0.9022592306
135.2,0,0,3.248133183,0.9022592306,3.258444548,0.9589726925
135.3,0,0,3.258444548,0.9589726925,3.248133183,1.010530353
135.4,0,0,3.248133183,1.010530353,3.248133183,1.098178267
135.5,0,0,3.248133183,1.098178267,3.248133183,1.113645554
